Order_ID,Carrier,Carrier_Type,Origin_Hub,Destination_Store,Vehicle_Type,Route_Distance_KM,Service_Level,Scheduled_Departure_Hub,Actual_Departure_Hub,Scheduled_Arrival_Store,Actual_Arrival_Store,Departure_Delay_Min,Arrival_Delay_Min,Late_Departure_Flag,Late_Arrival_Flag,Transit_Damage_Flag,Damage_Type,Capacity_Units,Loaded_Units,Capacity_Utilization_Pct,Idle_Time_Min,Temp_Controlled,Avg_Temp_Celsius,MM_Cost_INR
ORD-025110,XpressBees,Ground,HUB-South-02,STORE-Nagpur-001,Van,1583.2,Same-Day,2024-03-18 00:42:01,2024-03-18 00:19:05,2024-03-19 16:36:44,2024-03-19 17:05:43,-22.9,51.9,0,1,0,None,221,63,28.5,19.7,1,6.3,21664.42
ORD-025111,DHL-IN,Air,HUB-North-01,STORE-Pune-001,Van,1274.1,Express,2023-07-13 21:32:54,2023-07-13 21:29:13,2023-07-15 05:25:58,2023-07-15 11:29:28,-3.7,367.2,0,1,0,None,377,291,77.2,2.3,1,4.8,25317.45
ORD-025112,EKART,Ground,HUB-Central-05,STORE-Bangalore-001,Truck,1079.0,Express,2023-04-25 12:34:26,2023-04-25 12:28:04,2023-04-26 21:52:38,2023-04-26 21:29:28,-6.4,-16.8,0,0,0,None,410,321,78.3,12.7,0,,23177.3
ORD-025113,Delhivery,Ground,HUB-Central-05,STORE-Pune-001,Mini-Truck,1335.4,Standard,2023-07-18 09:48:38,2023-07-18 09:36:56,2023-07-19 12:02:41,2023-07-19 11:39:10,-11.7,-11.8,0,0,0,None,149,59,39.6,105.4,1,7.8,26319.3
ORD-025114,DELHIVERY,Ground,HUB-North-01,STORE-Jaipur-001,Mini-Truck,1620.0,Express,2023-11-19 05:43:52,2023-11-19 06:35:00,2023-11-20 15:38:43,2023-11-20 16:57:42,51.1,27.8,1,1,0,None,309,151,48.9,9.1,0,,23790.05
ORD-025115,DTDC,Ground,HUB-West-04,STORE-Nagpur-001,Mini-Truck,752.4,Standard,2024-02-22 15:22:28,2024-02-22 15:38:14,2024-02-23 06:36:56,2024-02-23 08:12:11,15.8,79.5,1,1,0,None,383,90,23.5,11.2,0,,16622.99
ORD-025116,Delhivery,Ground,HUB-West-04,STORE-Delhi-001,Mini-Truck,620.0,Standard,2024-01-06 11:59:35,2024-01-06 11:58:50,2024-01-07 03:56:47,2024-01-07 03:29:56,-0.7,-26.1,0,0,0,None,275,220,,6.5,0,,18939.38
ORD-025117,DELHIVERY,Ground,HUB-East-03,STORE-Mumbai-002,Bike,321.4,Standard,2024-06-15 07:14:17,2024-06-15 11:47:24,2024-06-15 19:08:37,2024-06-15 23:34:12,273.1,-7.5,1,0,0,None,86,56,65.1,16.8,0,,4811.13
ORD-025118,BlueDart,Air,HUB-South-02,STORE-Indore-001,Bike,168.8,Standard,2024-03-08 11:35:42,2024-03-08 11:37:34,2024-03-08 18:54:52,2024-03-08 19:07:55,1.9,11.2,0,0,0,None,50,34,68.0,22.7,1,3.9,3412.12
ORD-025119,DHL-IN,Air,HUB-North-01,STORE-Nagpur-001,Bike,455.9,Economy,2024-10-23 03:27:31,2024-10-23 03:20:29,2024-10-24 05:38:46,2024-10-24 14:39:10,-7.0,547.4,0,1,0,None,463,37,8.0,1.5,0,,13188.51
ORD-025120,Ekart,Ground,HUB-South-02,STORE-Lucknow-001,Truck,1203.1,Express,2023-04-18 09:02:34,2023-04-18 09:09:39,2023-04-19 12:16:22,2023-04-19 13:09:41,7.1,46.2,0,1,0,None,212,62,29.2,11.8,0,,39671.35
ORD-025121,BlueDart,Air,HUB-Central-05,STORE-Pune-001,Van,1751.5,Standard,2023-05-05 00:08:32,2023-05-05 00:11:34,2023-05-06 14:37:11,2023-05-06 14:29:04,3.0,-11.2,0,0,0,None,462,324,70.1,1.8,0,,35715.2
ORD-025122,Shadowfax,Bike,HUB-South-02,STORE-Ahmedabad-001,Van,1289.3,Express,2023-07-12 16:47:23,2023-07-12 16:41:53,2023-07-13 21:53:54,2023-07-13 22:17:59,-5.5,29.6,0,1,0,None,330,133,40.3,50.6,0,,30556.51
ORD-025123,FedEx-IN,Air,HUB-Central-05,STORE-Lucknow-001,Van,1618.4,Express,2024-11-16 23:44:44,2024-11-17 00:36:02,2024-11-18 03:16:48,2024-11-18 04:59:13,51.3,51.1,1,1,0,None,214,99,46.3,13.8,0,,25528.44
ORD-025124,BlueDart,Air,HUB-East-03,STORE-Delhi-002,Mini-Truck,718.6,Express,2023-06-20 09:05:13,2023-06-20 10:04:42,2023-06-21 05:50:03,2023-06-21 07:24:31,59.5,35.0,1,1,0,None,154,33,21.4,16.7,0,,19470.33
ORD-025125,Ekart,Ground,HUB-West-04,STORE-Delhi-001,Van,1685.9,Express,2024-03-05 05:57:44,2024-03-05 06:02:11,2024-03-07 02:17:15,2024-03-07 02:36:37,4.5,14.9,0,0,0,None,53,26,49.1,11.3,0,,37466.17
ORD-025126,DHL-IN,Air,HUB-Central-05,STORE-Hyderabad-001,Van,1480.0,Economy,2024-02-24 16:47:10,2024-02-24 17:03:21,2024-02-26 05:32:12,2024-02-26 05:27:44,16.2,-20.7,1,0,0,None,231,16,6.9,17.2,0,,43115.9
ORD-025127,Ekart,Ground,HUB-South-02,STORE-Surat-001,Mini-Truck,1242.6,Same-Day,2024-11-21 18:29:22,2024-11-21 18:18:50,2024-11-22 21:48:07,2024-11-23 05:37:25,-10.5,479.8,0,1,0,None,306,238,77.8,32.4,1,5.6,22065.5
ORD-025128,DHL-IN,Air,HUB-East-03,STORE-Lucknow-001,Mini-Truck,208.3,Same-Day,2023-03-23 13:12:19,2023-03-23 13:09:47,2023-03-23 17:09:15,2023-03-23 16:55:17,-2.5,-11.5,0,0,0,None,377,280,74.3,23.1,0,,2638.62
ORD-025129,FedEx-IN,Air,HUB-West-04,STORE-Pune-001,Three-Wheeler,235.6,Express,2024-08-17 16:24:20,2024-08-17 16:23:59,2024-08-18 01:19:29,2024-08-18 01:09:19,-0.3,-9.8,0,0,0,None,435,229,52.6,4.9,0,,4084.11
ORD-025130,BlueDart,Air,HUB-North-01,STORE-Chennai-001,Van,899.3,Same-Day,2024-11-01 23:29:17,2024-11-02 05:59:03,2024-11-02 23:47:29,2024-11-03 06:10:09,389.8,-7.1,1,0,0,None,467,26,5.6,29.8,0,,27182.73
ORD-025131,XpressBees,Ground,HUB-Central-05,STORE-Jaipur-001,Truck,343.7,Express,2024-03-15 11:52:01,2024-03-15 12:26:06,2024-03-15 21:34:28,2024-03-15 21:51:17,34.1,-17.3,1,0,0,None,133,86,64.7,10.2,0,,10287.03
ORD-025132,XpressBees,Ground,HUB-East-03,STORE-Bangalore-001,Bike,358.0,Economy,2023-08-24 15:15:03,2023-08-24 15:09:43,2023-08-25 07:33:48,2023-08-25 07:16:20,-5.3,-12.1,0,0,0,None,167,166,99.4,1.6,0,,9677.57
ORD-025133,Delhivery,Ground,HUB-Central-05,STORE-Delhi-002,Truck,703.5,Express,2024-08-12 10:03:12,2024-08-12 09:54:50,2024-08-13 06:01:02,,-8.4,59.6,0,1,0,None,363,43,11.8,11.2,0,,14106.3
ORD-025134,DHL-IN,Air,HUB-Central-05,STORE-Mumbai-001,Three-Wheeler,109.0,Express,2023-08-24 20:04:09,2023-08-24 19:58:39,2023-08-25 01:16:44,2023-08-25 02:23:12,-5.5,72.0,0,1,0,None,289,184,63.7,15.8,0,,3576.41
ORD-025135,BlueDart,Air,HUB-East-03,STORE-Chennai-001,Three-Wheeler,316.0,Standard,2023-10-31 03:56:58,2023-10-31 08:25:27,2023-10-31 16:14:48,2023-10-31 21:33:20,268.5,50.0,1,1,0,None,221,29,13.1,12.7,0,,5665.57
ORD-025136,DHL-IN,Air,HUB-North-01,STORE-Lucknow-001,Three-Wheeler,856.6,Express,2023-09-22 11:30:23,2023-09-22 12:07:18,2023-09-23 14:35:27,2023-09-23 15:07:07,36.9,-5.3,1,0,0,None,115,23,20.0,23.3,0,,19922.64
ORD-025137,DHL-IN,Air,HUB-East-03,STORE-Mumbai-001,Truck,1315.0,Express,2024-07-15 19:29:28,2024-07-15 20:27:51,2024-07-17 14:55:01,2024-07-17 15:54:33,58.4,1.2,1,0,0,None,52,32,61.5,9.6,0,,35114.39
ORD-025138,DHL-IN,Air,HUB-North-01,STORE-Indore-001,Bike,1037.2,Standard,2024-09-30 11:49:25,2024-09-30 11:50:32,2024-10-02 03:59:54,2024-10-02 05:11:08,1.1,70.1,0,1,0,None,150,96,64.0,29.4,0,,27446.84
ORD-025139,XpressBees,Ground,HUB-Central-05,STORE-Pune-001,Three-Wheeler,1710.2,Express,2023-08-24 19:24:43,2023-08-24 19:20:46,2023-08-27 08:07:41,2023-08-27 08:26:36,-3.9,22.9,0,1,0,None,264,225,85.2,2.5,0,,31851.31
ORD-025140,Ekart,Ground,HUB-Central-05,STORE-Lucknow-001,Van,782.9,Express,2023-05-07 02:39:15,2023-05-07 02:44:12,2023-05-07 20:20:12,2023-05-07 22:21:16,5.0,116.1,0,1,1,Missing item,152,142,93.4,10.1,0,,11143.42
ORD-025141,XpressBees,Ground,HUB-West-04,STORE-Jaipur-001,Van,1547.8,Economy,2024-09-05 22:53:31,2024-09-05 23:48:10,2024-09-07 06:50:06,2024-09-07 07:50:12,54.7,5.4,1,0,0,None,351,173,49.3,19.2,0,,36091.74
ORD-025142,Shadowfax,Bike,HUB-North-01,STORE-Bangalore-001,Bike,297.5,Express,2023-01-07 22:28:47,2023-01-07 22:48:42,2023-01-08 14:42:13,2023-01-08 15:19:51,19.9,17.7,1,1,0,None,363,162,44.6,11.6,0,,3900.66
ORD-025143,DTDC,Ground,HUB-East-03,STORE-Delhi-001,Van,250.3,Same-Day,2024-05-17 20:42:04,2024-05-17 20:48:50,2024-05-18 02:01:55,2024-05-18 02:49:26,6.8,40.7,0,1,0,None,191,177,92.7,5.9,1,7.5,5024.31
ORD-025144,Shadowfax,Bike,HUB-West-04,STORE-Ahmedabad-001,Bike,1244.1,Standard,2024-07-15 12:03:44,2024-07-15 12:37:44,2024-07-18 05:33:46,2024-07-18 06:14:10,34.0,6.4,1,0,1,Missing item,172,161,93.6,61.7,1,2.0,29780.45
ORD-025145,Shadowfax,Bike,HUB-South-02,STORE-Surat-001,Mini-Truck,310.8,Standard,2024-10-06 02:19:30,2024-10-06 02:20:46,2024-10-06 11:19:33,2024-10-06 11:16:01,1.3,-4.8,0,0,0,None,327,53,16.2,8.5,1,7.2,7693.24
ORD-025146,DTDC,Ground,HUB-South-02,STORE-Hyderabad-001,Mini-Truck,1416.3,Standard,2023-04-13 11:47:43,2023-04-13 11:46:14,2023-04-14 16:15:42,2023-04-14 16:57:36,-1.5,43.4,0,1,0,None,309,150,48.5,3.2,1,2.9,23766.36
ORD-025147,BlueDart,Air,HUB-West-04,STORE-Hyderabad-001,Mini-Truck,1030.4,Express,2024-08-15 00:48:54,2024-08-15 00:54:28,2024-08-15 20:04:46,2024-08-15 20:24:40,5.6,14.3,0,0,0,None,270,15,5.6,13.5,1,5.9,25076.32
ORD-025148,FedEx-IN,Air,HUB-North-01,STORE-Mumbai-002,Three-Wheeler,1038.7,Standard,2023-04-06 01:20:16,2023-04-06 02:16:21,2023-04-08 05:10:49,2023-04-08 05:58:35,56.1,-8.3,1,0,0,None,435,244,56.1,3.8,0,,30128.02
ORD-025149,Shadowfax,Bike,HUB-East-03,STORE-Jaipur-001,Truck,1388.7,Standard,2024-01-23 04:43:45,2024-01-23 05:15:29,2024-01-24 10:06:16,2024-01-24 10:49:46,31.7,11.8,1,0,0,None,305,135,44.3,27.9,0,,29186.57
ORD-025150,Shadowfax,Bike,HUB-East-03,STORE-Mumbai-002,Three-Wheeler,1552.9,Express,2023-09-14 12:42:12,2023-09-14 12:45:21,2023-09-17 14:24:46,,3.2,9.9,0,0,0,None,493,112,22.7,3.8,0,,23061.94
ORD-025151,XpressBees,Ground,HUB-Central-05,STORE-Lucknow-001,Three-Wheeler,1661.6,Economy,2024-08-21 16:01:29,2024-08-21 16:32:06,2024-08-24 19:15:48,2024-08-24 19:52:34,30.6,6.1,1,0,0,None,352,146,41.5,16.1,0,,49789.75
ORD-025152,BlueDart,Air,HUB-North-01,STORE-Mumbai-002,Three-Wheeler,1653.3,Standard,2023-07-17 07:04:34,2023-07-17 06:58:50,2023-07-20 00:59:44,2023-07-20 02:04:02,-5.7,70.0,0,1,0,None,215,107,49.8,2.0,1,2.6,42963.79
ORD-025153,Shadowfax,Bike,HUB-Central-05,STORE-Delhi-002,Van,410.6,Express,2024-02-27 12:01:49,2024-02-27 15:59:28,2024-02-27 19:06:11,2024-02-27 22:47:10,237.7,-16.7,1,0,0,None,381,193,50.7,9.2,0,,7688.91
ORD-025154,DTDC,Ground,HUB-North-01,STORE-Surat-001,Three-Wheeler,531.3,Same-Day,2024-05-17 06:36:59,2024-05-17 07:20:12,2024-05-18 08:08:23,2024-05-18 09:15:33,43.2,23.9,1,1,0,None,239,111,46.4,4.0,1,4.2,7841.13
ORD-025155,DHL-IN,Air,HUB-West-04,STORE-Bangalore-001,Bike,464.9,Standard,2023-09-01 20:43:40,2023-09-01 20:44:57,2023-09-02 22:04:33,2023-09-02 22:06:31,1.3,0.7,0,0,0,None,449,405,90.2,2.5,0,,5809.07
ORD-025156,FedEx-IN,Air,HUB-North-01,STORE-Hyderabad-001,Truck,1317.6,Express,2024-04-03 21:24:21,2024-04-03 21:16:21,2024-04-05 07:37:49,2024-04-05 08:36:17,-8.0,66.5,0,1,0,None,393,372,94.7,11.6,1,2.4,26945.73
ORD-025157,XpressBees,Ground,HUB-South-02,STORE-Ahmedabad-001,Bike,1747.9,Standard,2024-10-14 03:15:58,2024-10-14 03:07:31,2024-10-17 08:49:05,,-8.4,2.8,0,0,0,None,89,71,79.8,33.8,0,,48638.3
ORD-025158,Shadowfax,Bike,HUB-South-02,STORE-Surat-001,Three-Wheeler,1163.0,Standard,2023-02-17 22:19:50,2023-02-17 22:37:01,2023-02-20 00:05:23,2023-02-20 00:27:50,17.2,5.2,1,0,0,None,394,65,16.5,5.3,0,,17150.34
ORD-025159,FedEx-IN,Air,HUB-East-03,STORE-Delhi-002,Three-Wheeler,532.3,Express,2024-07-29 08:32:37,2024-07-29 08:33:12,2024-07-30 03:15:19,2024-07-30 03:51:09,0.6,35.2,0,1,0,None,498,310,62.2,25.3,0,,17240.98
ORD-025160,Shadowfax,Bike,HUB-North-01,STORE-Bangalore-001,Three-Wheeler,259.3,Standard,2023-09-30 18:45:04,2023-09-30 18:41:04,2023-10-01 05:07:29,2023-10-01 05:48:26,-4.0,45.0,0,1,0,None,101,22,21.8,8.1,0,,7663.15
ORD-025161,Ekart,Ground,HUB-Central-05,STORE-Chennai-001,Bike,844.4,Standard,2023-05-04 12:31:15,2023-05-04 19:43:01,2023-05-06 10:48:09,2023-05-06 18:02:04,431.8,2.2,1,0,0,None,313,13,4.2,14.0,0,,11522.25
ORD-025162,DTDC,Ground,HUB-North-01,STORE-Chennai-001,Three-Wheeler,1666.7,Standard,2023-05-13 15:59:42,2023-05-13 16:01:55,2023-05-16 17:44:31,2023-05-16 17:49:03,2.2,2.3,0,0,0,None,243,62,25.5,4.3,0,,36769.65
ORD-025163,DTDC,Ground,HUB-West-04,STORE-Mumbai-002,Mini-Truck,1504.4,Standard,2024-10-28 18:46:00,2024-10-28 18:50:36,2024-10-29 23:54:57,2024-10-29 23:59:33,4.6,-0.0,0,0,0,None,193,127,65.8,20.2,0,,20534.84
ORD-025164,DHL-IN,Air,HUB-East-03,STORE-Mumbai-001,Bike,706.9,Economy,2023-10-28 02:55:05,2023-10-28 02:56:33,2023-10-29 05:52:07,2023-10-29 06:27:38,1.5,34.0,0,1,0,None,261,150,57.5,2.6,0,,21030.03
ORD-025165,Ekart,Ground,HUB-North-01,STORE-Surat-001,Three-Wheeler,1287.0,Standard,2024-11-02 23:45:52,2024-11-03 00:26:49,2024-11-05 14:51:14,2024-11-05 15:35:16,41.0,3.1,1,0,0,None,171,62,36.3,15.3,0,,37093.94
ORD-025166,BlueDart,Air,HUB-South-02,STORE-Surat-001,Three-Wheeler,893.6,Standard,2024-05-11 03:15:56,2024-05-11 03:07:57,2024-05-12 07:46:51,2024-05-12 08:39:02,-8.0,60.2,0,1,0,None,200,26,13.0,24.0,0,,25417.61
ORD-025167,Delhivery,Ground,HUB-North-01,STORE-Ahmedabad-001,Mini-Truck,1654.8,Express,2023-03-15 01:33:29,2023-03-15 01:47:01,2023-03-16 13:50:42,2023-03-16 15:14:42,13.5,70.4,0,1,0,None,371,205,55.3,42.6,0,,39157.83
ORD-025168,XpressBees,Ground,HUB-North-01,STORE-Nagpur-001,Truck,1522.9,Economy,2023-10-12 09:49:56,2023-10-12 09:50:43,2023-10-14 02:38:13,2023-10-14 02:47:49,0.8,8.8,0,0,0,None,278,112,40.3,72.8,0,,50543.93
ORD-025169,Delhivery,Ground,HUB-West-04,STORE-Delhi-002,Three-Wheeler,134.5,Standard,2024-05-10 08:42:08,2024-05-10 09:09:04,2024-05-10 13:01:28,2024-05-10 13:57:43,26.9,29.3,1,1,0,None,336,286,85.1,0.4,0,,3932.54
ORD-025170,Ekart,Ground,HUB-North-01,STORE-Kolkata-001,Truck,270.5,Economy,2024-06-13 14:40:38,2024-06-13 15:03:30,2024-06-13 21:28:24,2024-06-13 22:08:12,22.9,16.9,1,1,0,None,400,287,71.8,29.2,0,,6756.69
ORD-025171,Delhivery,Ground,HUB-North-01,STORE-Mumbai-002,Van,425.6,Standard,2024-05-27 17:48:34,2024-05-27 17:51:07,2024-05-28 01:03:27,2024-05-28 01:48:35,2.6,42.6,0,1,0,None,349,63,18.1,8.3,0,,11660.1
ORD-025172,Ekart,Ground,HUB-South-02,STORE-Mumbai-001,Bike,1316.1,Standard,2023-12-11 20:31:27,2023-12-11 20:38:59,2023-12-14 13:41:51,2023-12-14 13:55:32,7.5,6.1,0,0,0,None,474,67,14.1,11.4,1,7.1,21332.55
ORD-025173,XpressBees,Ground,HUB-West-04,STORE-Hyderabad-001,Bike,416.5,Standard,2024-07-22 15:02:42,2024-07-22 15:38:55,2024-07-23 12:13:55,2024-07-23 13:18:56,36.2,28.8,1,1,0,None,74,73,98.6,4.2,0,,7122.91
ORD-025174,Delhivery,Ground,HUB-North-01,STORE-Indore-001,Mini-Truck,1598.6,Express,2024-11-30 04:37:41,2024-11-30 05:12:27,2024-12-01 19:51:31,2024-12-01 20:28:23,34.8,2.1,1,0,0,None,130,23,17.7,21.8,0,,22250.85
ORD-025175,DTDC,Ground,HUB-East-03,STORE-Indore-001,Van,1789.8,Same-Day,2023-09-22 21:01:28,2023-09-22 21:41:22,2023-09-24 18:05:52,2023-09-24 18:51:51,39.9,6.1,1,0,0,None,419,121,28.9,4.6,1,7.8,56213.24
ORD-025176,BlueDart,Air,HUB-South-02,STORE-Chennai-001,Truck,451.1,Standard,2024-01-24 00:37:28,2024-01-24 00:21:01,2024-01-24 13:34:18,2024-01-24 13:34:32,-16.4,16.7,0,1,0,None,323,305,94.4,14.2,0,,9266.86
ORD-025177,BlueDart,Air,HUB-West-04,STORE-Chennai-001,Truck,487.0,Express,2024-07-07 21:00:17,2024-07-07 21:05:41,2024-07-08 06:57:54,2024-07-08 15:43:23,5.4,520.1,0,1,0,None,490,356,72.7,13.7,0,,13599.1
ORD-025178,Delhivery,Ground,HUB-South-02,STORE-Mumbai-002,Mini-Truck,1357.4,Express,2023-10-30 01:48:58,2023-10-30 01:47:29,2023-10-31 16:45:29,2023-10-31 16:34:16,-1.5,-9.7,0,0,0,None,383,316,82.5,14.4,0,,40094.78
ORD-025179,BlueDart,Air,HUB-East-03,STORE-Indore-001,Truck,524.0,Economy,2023-06-28 11:40:27,2023-06-28 12:33:40,2023-06-29 01:50:33,2023-06-29 02:36:38,53.2,-7.1,1,0,0,None,164,157,95.7,28.1,0,,10812.32
ORD-025180,Delhivery,Ground,HUB-North-01,STORE-Mumbai-001,Three-Wheeler,1793.0,Express,2023-05-19 05:22:11,2023-05-19 05:18:27,2023-05-22 13:44:28,2023-05-22 14:21:56,-3.7,41.2,0,1,0,None,388,370,95.4,11.0,0,,28027.4
ORD-025181,DTDC,Ground,HUB-Central-05,STORE-Kolkata-001,Bike,977.7,Standard,2024-05-19 03:54:16,2024-05-19 04:40:50,2024-05-20 18:34:23,2024-05-20 19:35:48,46.6,14.8,1,0,0,None,357,275,77.0,10.4,0,,20630.01
ORD-025182,FedEx-IN,Air,HUB-West-04,STORE-Delhi-002,Three-Wheeler,1477.5,Standard,2023-05-18 09:53:03,2023-05-18 10:09:08,2023-05-20 21:30:51,2023-05-20 22:09:43,16.1,22.8,1,1,0,None,360,242,67.2,18.5,1,2.3,47966.82
ORD-025183,DHL-IN,Air,HUB-West-04,STORE-Chennai-001,Three-Wheeler,1694.9,Same-Day,2024-03-11 23:05:37,2024-03-11 23:12:02,2024-03-14 12:51:17,2024-03-14 13:04:38,6.4,6.9,0,0,0,None,498,130,,20.3,0,,50783.44
ORD-025184,Ekart,Ground,HUB-North-01,STORE-Delhi-001,Bike,1670.7,Standard,2024-03-01 04:28:03,2024-03-01 05:15:06,2024-03-03 16:46:40,2024-03-03 17:27:29,47.1,-6.2,1,0,0,None,81,52,64.2,39.8,0,,42782.92
ORD-025185,DHL-IN,Air,HUB-West-04,STORE-Lucknow-001,Van,1016.7,Express,2023-10-07 16:00:06,2023-10-07 15:50:00,2023-10-08 11:29:55,2023-10-08 11:06:19,-10.1,-13.5,0,0,0,None,67,19,28.4,13.2,0,,33529.77
ORD-025186,XpressBees,Ground,HUB-East-03,STORE-Mumbai-001,Van,139.7,Express,2023-04-03 07:55:01,2023-04-03 08:09:29,2023-04-03 10:54:25,2023-04-03 10:58:35,14.5,-10.3,0,0,0,None,84,23,27.4,2.6,1,4.0,4009.52
ORD-025187,DHL-IN,Air,HUB-West-04,STORE-Mumbai-001,Truck,434.7,Standard,2024-02-26 02:18:28,2024-02-26 02:04:20,2024-02-26 11:19:02,2024-02-26 20:39:03,-14.1,574.1,0,1,0,None,424,275,64.9,8.7,0,,13933.1
ORD-025188,DTDC,Ground,HUB-South-02,STORE-Bangalore-001,Truck,449.6,Standard,2023-12-25 08:34:16,2023-12-25 08:37:28,2023-12-25 19:57:49,2023-12-25 20:47:49,3.2,46.8,0,1,0,None,433,411,94.9,18.2,1,3.1,10928.91
ORD-025189,FedEx-IN,Air,HUB-West-04,STORE-Mumbai-002,Three-Wheeler,692.0,Standard,2023-04-08 18:09:53,2023-04-08 18:24:43,2023-04-09 16:05:50,2023-04-09 16:18:09,14.8,-2.5,0,0,0,None,494,424,85.8,2.0,1,5.4,17512.32
ORD-025190,FedEx-IN,Air,HUB-South-02,STORE-Chennai-001,Mini-Truck,621.1,Economy,2024-06-30 04:41:42,2024-06-30 04:44:14,2024-06-30 15:55:02,2024-06-30 16:20:46,2.5,23.2,0,1,0,None,499,102,20.4,2.5,1,3.3,19282.21
ORD-025191,Delhivery,Ground,HUB-West-04,STORE-Nagpur-001,Mini-Truck,850.2,Express,2023-02-27 21:33:26,2023-02-27 21:28:17,2023-02-28 20:49:51,2023-02-28 20:50:51,-5.1,6.1,0,0,0,None,228,166,72.8,11.2,0,,16591.26
ORD-025192,DTDC,Ground,HUB-Central-05,STORE-Delhi-001,Three-Wheeler,1625.1,Express,2023-03-04 14:34:07,2023-03-04 14:42:01,2023-03-07 12:12:28,2023-03-07 12:29:01,7.9,8.6,0,0,0,None,490,480,98.0,12.5,0,,42019.11
ORD-025193,Shadowfax,Bike,HUB-East-03,STORE-Hyderabad-001,Mini-Truck,1107.3,Express,2023-09-11 13:54:41,2023-09-11 13:49:30,2023-09-12 17:55:10,2023-09-12 17:37:43,-5.2,-12.3,0,0,0,None,357,327,91.6,10.2,0,,36071.01
ORD-025194,XpressBees,Ground,HUB-West-04,STORE-Chennai-001,Bike,1489.2,Same-Day,2024-04-05 23:17:10,2024-04-05 23:59:29,2024-04-09 04:34:23,2024-04-09 05:10:41,42.3,-6.0,1,0,0,None,211,59,28.0,44.1,0,,45350.86
ORD-025195,XpressBees,Ground,HUB-South-02,STORE-Jaipur-001,Three-Wheeler,112.1,Standard,2024-06-21 02:45:11,2024-06-21 02:52:23,2024-06-21 07:27:04,2024-06-21 07:42:27,7.2,8.2,0,0,0,None,123,121,98.4,12.7,0,,3185.25
ORD-025196,FedEx-IN,Air,HUB-South-02,STORE-Nagpur-001,Truck,365.3,Standard,2023-11-03 12:26:47,2023-11-03 12:55:31,2023-11-03 21:47:07,2023-11-03 23:04:50,28.7,49.0,1,1,0,None,78,53,67.9,12.8,0,,11653.44
ORD-025197,Delhivery,Ground,HUB-South-02,STORE-Hyderabad-001,Van,201.0,Standard,2024-08-27 15:46:21,2024-08-27 16:03:41,2024-08-27 20:36:47,2024-08-27 20:30:29,17.3,-23.6,1,0,0,None,428,318,74.3,5.3,0,,4690.1
ORD-025198,FedEx-IN,Air,HUB-East-03,STORE-Delhi-002,Bike,1066.9,Standard,2024-01-31 23:22:26,2024-01-31 23:18:00,2024-02-03 09:27:49,2024-02-03 16:37:40,-4.4,434.3,0,1,0,None,311,155,49.8,10.5,0,,21252.9
ORD-025199,DTDC,Ground,HUB-Central-05,STORE-Mumbai-002,Mini-Truck,1108.5,Economy,2024-07-26 20:32:16,2024-07-26 22:47:13,2024-07-27 18:52:20,2024-07-27 21:14:32,135.0,7.2,1,0,0,None,465,305,65.6,34.4,0,,28933.6
ORD-025200,Delhivery,Ground,HUB-North-01,STORE-Jaipur-001,Van,289.3,Standard,2023-04-05 17:10:52,2023-04-05 17:18:19,2023-04-06 00:02:15,2023-04-06 00:27:21,7.5,17.6,0,1,0,None,485,35,7.2,50.8,0,,8605.69
ORD-025201,XpressBees,Ground,HUB-West-04,STORE-Delhi-001,Van,1424.4,Standard,2023-08-04 17:00:08,2023-08-04 16:59:04,2023-08-06 01:08:15,2023-08-06 01:46:49,-1.1,39.6,0,1,0,None,347,147,42.4,8.9,0,,24873.18
ORD-025202,DTDC,Ground,HUB-East-03,STORE-Indore-001,Three-Wheeler,577.5,Standard,2024-09-26 00:12:56,2024-09-26 00:18:58,2024-09-26 20:16:50,2024-09-26 20:12:32,6.0,-10.3,0,0,0,None,106,33,31.1,12.8,0,,17042.4
ORD-025203,DHL-IN,Air,HUB-West-04,STORE-Mumbai-002,Van,1289.5,Standard,2023-05-28 16:55:14,2023-05-28 17:06:24,2023-05-29 18:22:28,2023-05-29 19:16:36,11.2,43.0,0,1,0,None,215,172,80.0,8.7,0,,20384.02
ORD-025204,FedEx-IN,Air,HUB-East-03,STORE-Chennai-001,Truck,666.3,Standard,2023-04-06 09:11:03,2023-04-06 09:17:55,2023-04-07 02:54:10,2023-04-07 03:04:51,6.9,3.8,0,0,0,None,304,240,78.9,4.6,0,,19002.66
ORD-025205,Shadowfax,Bike,HUB-Central-05,STORE-Nagpur-001,Three-Wheeler,76.2,Standard,2024-02-12 04:25:50,2024-02-12 04:50:54,2024-02-12 07:25:43,2024-02-12 07:52:10,25.1,1.4,1,0,0,None,80,29,36.2,3.5,0,,1909.53
ORD-025206,Shadowfax,Bike,HUB-West-04,STORE-Delhi-001,Van,493.0,Standard,2024-08-27 11:47:16,2024-08-27 11:41:06,2024-08-27 22:08:28,2024-08-27 21:44:40,-6.2,-17.7,0,0,0,None,350,133,38.0,109.8,0,,11296.37
ORD-025207,FedEx-IN,Air,HUB-West-04,STORE-Lucknow-001,Truck,55.6,Standard,2024-06-17 08:50:15,2024-06-17 08:50:36,2024-06-17 10:29:19,2024-06-17 11:20:12,0.4,50.5,0,1,0,None,409,176,43.0,8.3,0,,1126.28
