Order_ID,Order_Value_INR,Priority,Product_Category,Customer_Segment,SKU_Count
ORD-025522,115.42,Medium,Apparel,B2C,3
ORD-025523,473.77,Medium,Grocery,B2B,10
ORD-025524,164.06,Low,Auto Parts,B2C,6
ORD-025525,342.4,High,Furniture,B2C,4
ORD-025526,711.4,Medium,Auto Parts,B2C,5
ORD-025527,594.24,High,Apparel,B2B,13
ORD-025528,339.41,Low,Grocery,B2B,12
ORD-025529,225.66,Medium,Electronics,D2C,12
ORD-025530,24.2,Medium,Auto Parts,B2C,13
ORD-025531,251.59,Low,Books,B2C,9
ORD-025532,252.06,Medium,Books,D2C,12
ORD-025533,367.61,Medium,Apparel,B2B,9
ORD-025534,511.86,Low,Furniture,B2C,13
ORD-025535,400.88,High,Apparel,B2C,14
ORD-025536,136.39,Medium,Electronics,B2B,9
ORD-025537,340.79,High,Apparel,B2C,9
ORD-025538,182.01,High,Furniture,B2C,6
ORD-025539,248.66,Medium,Apparel,B2B,5
ORD-025540,138.5,Medium,Books,B2B,11
ORD-025541,414.29,Medium,Grocery,B2C,10
ORD-025542,59.82,Low,FMCG,D2C,12
ORD-025543,540.49,High,Electronics,B2C,5
ORD-025544,725.48,Low,Pharma,B2C,1
ORD-025545,140.79,High,Auto Parts,B2C,8
ORD-025546,417.17,Medium,Apparel,B2B,5
ORD-025547,737.52,High,Grocery,B2C,9
ORD-025548,240.01,Low,Auto Parts,B2B,5
ORD-025549,105.3,Medium,Books,B2B,7
ORD-025550,170.71,High,Apparel,D2C,8
ORD-025551,653.68,High,Books,D2C,12
ORD-025552,83.91,Low,Electronics,B2C,13
ORD-025553,164.96,Medium,Auto Parts,B2C,5
ORD-025554,304.45,High,FMCG,B2C,3
ORD-025555,156.32,Low,Electronics,D2C,5
ORD-025556,150.24,High,Grocery,B2C,12
ORD-025557,118.62,Low,Electronics,B2C,3
ORD-025558,60.09,High,Books,B2B,3
ORD-025559,163.13,Medium,Pharma,B2B,8
ORD-025560,210.95,High,Electronics,D2C,1
ORD-025561,296.35,Medium,Pharma,B2B,2
ORD-025562,122.24,High,Books,B2B,9
ORD-025563,89.49,Medium,Pharma,B2C,6
ORD-025564,340.77,Medium,Books,B2C,5
ORD-025565,642.01,Medium,Electronics,B2B,6
ORD-025566,109.41,Medium,Grocery,D2C,10
ORD-025567,285.78,Low,FMCG,D2C,8
ORD-025568,581.23,Medium,FMCG,B2B,11
ORD-025569,532.23,Medium,Auto Parts,B2B,8
ORD-025570,185.72,Medium,FMCG,B2C,13
ORD-025571,722.89,Low,Auto Parts,B2C,5
ORD-025572,637.49,Medium,Pharma,B2B,4
ORD-025573,98.04,Medium,Pharma,D2C,4
ORD-025574,96.86,Medium,FMCG,B2C,5
ORD-025575,90.08,Low,Pharma,B2C,4
ORD-025576,35.45,Medium,Grocery,B2C,12
ORD-025577,102.36,Low,Pharma,B2B,6
ORD-025578,351.47,Low,FMCG,B2C,1
ORD-025579,315.96,Low,Books,B2B,8
ORD-025580,3397.02,Medium,FMCG,B2B,7
ORD-025581,736.71,Low,Pharma,B2C,2
ORD-025582,240.73,High,Grocery,B2C,9
ORD-025583,214.31,High,Auto Parts,D2C,5
ORD-025584,104.04,Medium,Pharma,B2C,11
ORD-025585,160.54,Low,Auto Parts,B2B,12
ORD-025586,209.61,High,Furniture,B2C,10
ORD-025587,126.54,Low,Books,B2C,8
ORD-025588,151.06,Medium,Auto Parts,B2B,14
ORD-025589,233.3,High,Auto Parts,D2C,13
ORD-025590,427.21,Medium,Grocery,B2C,12
ORD-025591,137.68,Low,Pharma,B2B,5
ORD-025592,631.19,Low,Pharma,B2C,2
ORD-025593,300.04,Medium,Electronics,B2C,7
ORD-025594,129.68,Low,Apparel,B2C,13
ORD-025595,595.89,Low,Auto Parts,B2C,4
ORD-025596,110.48,Medium,Pharma,B2B,11
ORD-025597,58.83,High,Books,B2C,9
ORD-025598,622.83,Low,FMCG,D2C,6
ORD-025599,175.56,High,Furniture,B2C,1
ORD-025600,118.39,Medium,Books,B2C,12
ORD-025601,371.48,Medium,Furniture,B2C,11
ORD-025602,283.86,Low,Books,B2B,3
ORD-025603,450.91,Medium,Books,B2C,10
ORD-025604,361.88,Low,Grocery,B2C,4
ORD-025605,738.41,Medium,Grocery,B2C,10
ORD-025606,2816.13,Medium,Auto Parts,B2B,13
ORD-025607,68.33,High,Apparel,D2C,11
ORD-025608,283.21,High,Furniture,B2C,10
ORD-025609,173.21,Medium,Pharma,B2C,4
ORD-025610,150.82,Medium,Pharma,B2C,10
ORD-025611,301.86,Medium,Pharma,B2B,2
ORD-025612,184.35,Medium,Furniture,B2C,10
ORD-025613,199.54,Medium,Auto Parts,D2C,8
ORD-025614,152.6,Medium,Grocery,B2B,11
ORD-025615,111.53,Medium,Electronics,B2B,11
ORD-025616,242.97,Medium,Books,B2B,12
ORD-025617,453.19,Low,Grocery,B2C,11
ORD-025618,246.79,Low,Auto Parts,B2C,14
ORD-025619,184.56,Low,Furniture,B2C,1
ORD-025620,513.77,High,Auto Parts,B2B,4
ORD-025621,456.88,Medium,Furniture,B2C,5
ORD-025622,92.36,Medium,Pharma,B2C,1
ORD-025623,227.98,Low,Grocery,B2C,7
ORD-025624,1670.28,Medium,Books,B2C,11
ORD-025625,271.95,Low,Pharma,B2B,3
ORD-025626,321.49,Medium,Grocery,D2C,10
ORD-025627,1704.08,Low,FMCG,B2C,10
ORD-025628,143.66,Low,Apparel,B2C,2
ORD-025629,114.48,Low,Electronics,B2B,14
ORD-025630,534.55,Medium,Furniture,B2B,11
ORD-025631,589.3,High,Auto Parts,B2C,10
ORD-025632,242.77,Low,Apparel,B2B,6
ORD-025633,137.77,Low,Pharma,D2C,11
ORD-025634,201.83,Low,Auto Parts,B2C,13
ORD-025635,116.09,High,Auto Parts,B2B,4
ORD-025636,875.41,Medium,Furniture,D2C,6
ORD-025637,1124.23,Medium,FMCG,B2C,10
ORD-025638,359.96,Medium,Auto Parts,B2C,7
ORD-025639,453.78,Medium,Auto Parts,B2C,1
ORD-025640,336.41,Medium,Apparel,B2C,7
ORD-025641,43.67,Low,Grocery,B2C,3
ORD-025642,103.3,Medium,FMCG,B2B,4
ORD-025643,259.72,Medium,Furniture,D2C,9
ORD-025644,82.51,Medium,Grocery,B2B,9
ORD-025645,339.69,Medium,Electronics,B2C,7
ORD-025646,343.17,Medium,Electronics,B2C,2
ORD-025647,144.49,Medium,Auto Parts,B2C,2
ORD-025648,283.77,Medium,Auto Parts,B2C,11
ORD-025649,247.38,Medium,FMCG,B2B,4
ORD-025650,204.88,High,Auto Parts,B2C,11
ORD-025651,942.32,High,Pharma,B2C,14
ORD-025652,421.43,Medium,Electronics,B2C,11
ORD-025653,182.38,Medium,Apparel,D2C,1
ORD-025654,290.53,High,FMCG,B2C,10
ORD-025655,468.27,Low,Furniture,B2C,5
ORD-025656,399.31,Low,Apparel,B2C,4
ORD-025657,166.48,Medium,Apparel,D2C,1
ORD-025658,279.98,Medium,Pharma,B2B,13
ORD-025659,285.36,High,Pharma,B2C,2
ORD-025660,192.75,Low,Grocery,D2C,4
ORD-025661,1134.68,Medium,FMCG,B2B,11
ORD-025662,388.64,Low,Books,B2C,2
ORD-025663,80.28,Low,Books,D2C,6
ORD-025664,111.3,High,Apparel,B2C,14
ORD-025665,250.86,Low,Furniture,B2C,6
ORD-025666,165.87,Medium,Electronics,B2C,14
ORD-025667,86.19,Low,Apparel,D2C,1
ORD-025668,452.01,High,Apparel,B2C,10
ORD-025669,260.46,Low,FMCG,B2B,7
ORD-025670,195.63,Medium,Auto Parts,B2B,9
ORD-025671,1440.98,Medium,Apparel,B2C,9
ORD-025672,58.21,High,Apparel,B2C,6
ORD-025673,127.77,Low,Auto Parts,B2C,14
ORD-025674,149.59,High,FMCG,B2B,6
ORD-025675,219.87,Medium,FMCG,B2B,12
ORD-025676,392.44,Low,Grocery,B2C,8
ORD-025677,75.99,Medium,Books,B2B,3
ORD-025678,207.96,High,Apparel,B2B,9
ORD-025679,197.1,Low,Auto Parts,B2C,5
ORD-025680,209.61,Medium,Electronics,B2C,9
ORD-025681,805.05,Low,Furniture,B2B,6
ORD-025682,81.98,Medium,Pharma,B2C,4
ORD-025683,804.94,Medium,Furniture,B2C,14
ORD-025684,104.05,Medium,Furniture,B2C,4
ORD-025685,262.8,Low,Furniture,B2B,14
ORD-025686,240.23,Low,Apparel,B2C,7
ORD-025687,200.4,Medium,FMCG,B2B,7
ORD-025688,505.76,High,Pharma,B2B,8
ORD-025689,1043.03,Medium,Books,B2B,10
ORD-025690,182.09,Medium,Books,B2C,4
ORD-025691,931.5,High,Electronics,B2B,14
ORD-025692,190.87,Low,Books,D2C,1
ORD-025693,279.47,Low,FMCG,D2C,13
ORD-025694,410.76,High,Grocery,B2B,6
ORD-025695,46.86,Medium,Auto Parts,B2C,6
ORD-025696,285.7,Medium,Pharma,B2C,4
ORD-025697,548.4,Medium,Pharma,D2C,5
ORD-025698,60.05,Low,FMCG,B2C,10
ORD-025699,1063.74,Medium,Apparel,B2C,5
ORD-025700,131.52,Low,Grocery,B2B,2
ORD-025701,131.95,Medium,Electronics,B2C,8
ORD-025702,159.2,Low,Electronics,D2C,13
ORD-025703,385.1,Medium,Books,B2C,7
ORD-025704,545.67,Medium,Grocery,B2C,12
ORD-025705,226.13,Low,Grocery,B2B,10
ORD-025706,222.25,High,Books,B2B,2
ORD-025707,159.6,Medium,FMCG,B2C,5
ORD-025708,437.85,Low,Furniture,B2B,12
ORD-025709,341.47,Medium,FMCG,B2C,1
ORD-025710,285.09,Medium,Electronics,B2C,7
ORD-025711,195.01,Medium,Electronics,B2C,5
ORD-025712,82.25,Medium,Pharma,D2C,14
ORD-025713,424.65,Medium,FMCG,B2C,6
ORD-025714,111.11,Medium,Furniture,B2C,9
ORD-025715,1035.23,Medium,Auto Parts,B2C,8
ORD-025716,245.68,Low,Electronics,B2C,12
ORD-025717,177.18,Low,Books,B2C,11
ORD-025718,455.81,Low,Electronics,D2C,9
ORD-025719,203.22,Low,Grocery,B2C,11
ORD-025720,546.22,Medium,FMCG,B2C,13
ORD-025721,197.53,Medium,Books,B2B,7
ORD-025722,176.63,Low,Books,B2C,9
ORD-025723,429.28,High,FMCG,B2C,9
ORD-025724,793.24,Medium,FMCG,B2C,2
ORD-025725,113.0,Medium,Furniture,B2C,3
ORD-025726,50.53,High,Pharma,B2C,8
ORD-025727,376.97,Medium,Pharma,B2B,6
ORD-025728,217.88,Low,Books,B2B,13
ORD-025729,309.29,High,Pharma,B2C,6
ORD-025730,251.09,High,Books,D2C,4
ORD-025731,131.85,Medium,Books,B2C,4
ORD-025732,289.69,Medium,Books,B2C,8
ORD-025733,294.65,High,Electronics,B2B,13
ORD-025734,691.75,Low,Grocery,D2C,10
ORD-025735,172.28,Medium,Pharma,B2C,6
ORD-025736,586.23,Medium,Electronics,B2C,11
ORD-025737,658.08,Low,Furniture,B2C,5
ORD-025738,81.87,Low,Books,D2C,6
ORD-025739,202.3,High,Electronics,B2C,8
ORD-025740,224.46,Low,Grocery,B2B,9
ORD-025741,770.0,Medium,Pharma,B2B,3
ORD-025742,302.77,Medium,Apparel,B2C,5
ORD-025743,1223.23,Low,Furniture,B2B,1
ORD-025744,795.74,Medium,Grocery,B2C,5
ORD-025745,250.42,Medium,Auto Parts,B2B,7
ORD-025746,326.18,Low,FMCG,B2C,5
ORD-025747,157.29,Low,Books,B2C,3
ORD-025748,418.43,Low,Furniture,B2B,9
ORD-025749,175.7,Low,Pharma,B2B,3
ORD-025750,173.58,Medium,Pharma,B2C,5
ORD-025751,61.31,Medium,Pharma,B2C,4
ORD-025752,259.37,Low,Auto Parts,B2B,1
ORD-025753,320.15,Low,Pharma,B2B,6
ORD-025754,335.21,Medium,Books,B2B,7
ORD-025755,383.06,Low,Pharma,D2C,1
ORD-025756,126.35,Low,Pharma,B2B,6
ORD-025757,817.6,Medium,Books,B2C,10
ORD-025758,333.32,Medium,Electronics,B2C,2
ORD-025759,173.22,Low,Apparel,B2C,11
ORD-025760,74.57,Medium,FMCG,B2B,7
ORD-025761,154.42,Low,FMCG,B2C,14
ORD-025762,590.97,Medium,Electronics,B2C,6
ORD-025763,381.46,Medium,FMCG,B2C,6
ORD-025764,315.52,High,Pharma,B2C,12
ORD-025765,29.48,Medium,Apparel,D2C,11
ORD-025766,353.44,High,Electronics,B2C,3
ORD-025767,389.32,Medium,Books,B2C,14
ORD-025768,258.35,Medium,FMCG,B2C,12
ORD-025769,226.39,High,Books,B2C,10
ORD-025770,258.29,High,Grocery,B2C,5
ORD-025771,145.79,Low,Apparel,B2C,8
ORD-025772,276.51,Medium,Furniture,B2B,7
ORD-025773,783.67,Medium,Apparel,B2C,12
ORD-025774,209.99,High,Electronics,B2B,12
ORD-025775,414.49,High,Books,B2C,6
ORD-025776,186.11,Low,Apparel,B2B,11
ORD-025777,41.45,Medium,Electronics,B2C,9
ORD-025778,109.32,High,Auto Parts,B2B,6
ORD-025779,96.29,Medium,Books,D2C,13
ORD-025780,123.99,High,FMCG,B2C,13
ORD-025781,98.35,Medium,Grocery,B2C,9
ORD-025782,283.87,Medium,Books,B2C,10
ORD-025783,524.13,High,FMCG,B2C,12
ORD-025784,184.6,Medium,Grocery,B2C,3
ORD-025785,123.26,Medium,Furniture,D2C,12
ORD-025786,242.75,Low,Furniture,B2C,7
ORD-025787,472.0,High,Furniture,D2C,7
ORD-025788,314.03,Medium,Pharma,B2B,1
ORD-025789,391.15,Medium,Furniture,B2B,3
ORD-025790,415.98,Medium,Furniture,B2C,2
ORD-025791,174.94,Medium,Grocery,B2C,11
ORD-025792,532.87,High,Apparel,B2C,6
ORD-025793,186.88,High,Furniture,B2C,10
ORD-025794,99.88,Low,Furniture,B2C,11
ORD-025795,472.91,Medium,Pharma,B2C,5
ORD-025796,169.03,Medium,Grocery,B2C,7
ORD-025797,1081.7,Medium,FMCG,D2C,8
ORD-025798,229.73,Medium,Furniture,B2C,14
ORD-025799,246.51,Low,Electronics,B2C,1
ORD-025800,141.29,Low,Apparel,B2B,1
ORD-025801,355.3,Medium,Pharma,B2C,12
ORD-025802,261.28,Low,Auto Parts,B2C,10
ORD-025803,108.83,Medium,Grocery,B2C,5
ORD-025804,416.58,Medium,Grocery,B2B,5
ORD-025805,68.4,Medium,FMCG,B2C,9
ORD-025806,194.53,High,Auto Parts,B2B,2
ORD-025807,236.46,High,FMCG,B2B,13
ORD-025808,565.8,High,Grocery,B2C,9
ORD-025809,411.18,Low,FMCG,B2C,14
ORD-025810,225.99,Medium,Furniture,B2C,9
ORD-025811,,Medium,Books,B2C,12
ORD-025812,360.95,High,Furniture,D2C,9
ORD-025813,96.49,Medium,Books,B2C,14
ORD-025814,336.37,Medium,Books,B2B,3
ORD-025815,383.49,Medium,Auto Parts,B2C,7
ORD-025816,242.18,Low,FMCG,D2C,13
ORD-025817,1001.17,Low,Pharma,B2B,11
ORD-025818,188.41,Medium,Furniture,B2C,1
ORD-025819,444.05,Medium,Furniture,B2B,5
ORD-025820,107.79,High,Electronics,D2C,11
ORD-025821,162.08,High,Electronics,B2C,8
ORD-025822,423.46,High,Electronics,D2C,10
ORD-025823,206.63,Medium,Auto Parts,B2B,12
ORD-025824,162.63,Medium,FMCG,D2C,13
ORD-025825,1098.93,High,Books,B2B,11
ORD-025826,227.63,Medium,Grocery,B2B,9
ORD-025827,193.35,Medium,Electronics,D2C,13
ORD-025828,111.71,Low,Apparel,B2C,8
ORD-025829,87.62,Low,Books,B2C,12
ORD-025830,59.63,Medium,Furniture,B2C,14
ORD-025831,89.16,Medium,Auto Parts,D2C,14
ORD-025832,136.55,Low,Furniture,B2C,8
ORD-025833,638.79,Medium,Auto Parts,B2B,4
ORD-025834,235.48,Low,Auto Parts,B2B,2
ORD-025835,,Low,Apparel,B2C,10
ORD-025836,362.25,Medium,Pharma,B2C,5
ORD-025837,740.62,Medium,Grocery,B2C,11
ORD-025838,,Medium,Grocery,B2C,9
ORD-025839,106.43,Low,Apparel,B2C,10
ORD-025840,469.92,Low,Pharma,B2C,7
ORD-025841,223.75,Medium,FMCG,B2C,4
ORD-025842,215.09,Low,FMCG,B2C,8
ORD-025843,274.12,Medium,Pharma,B2B,1
ORD-025844,63.94,Medium,Grocery,B2C,3
ORD-025845,499.63,Medium,Auto Parts,B2C,4
ORD-025846,242.67,Medium,Electronics,B2B,14
ORD-025847,436.44,Medium,Books,B2C,7
ORD-025848,587.06,Medium,FMCG,B2C,1
ORD-025849,243.32,Medium,Apparel,B2C,4
ORD-025850,37.91,High,Electronics,B2C,4
ORD-025851,298.63,High,Furniture,B2B,5
ORD-025852,243.29,High,Books,B2B,4
ORD-025853,355.39,Medium,Books,B2C,2
ORD-025854,288.63,Medium,Electronics,B2B,5
ORD-025855,499.6,Medium,FMCG,D2C,5
ORD-025856,472.12,Medium,Auto Parts,B2B,3
ORD-025857,143.59,Medium,Books,B2B,5
ORD-025858,265.92,High,Electronics,B2C,7
ORD-025859,48.91,High,Apparel,D2C,6
ORD-025860,263.47,Low,Electronics,B2B,5
ORD-025861,383.44,Medium,Pharma,B2C,12
ORD-025862,89.3,Medium,FMCG,B2B,13
ORD-025863,345.99,Medium,Pharma,B2C,1
ORD-025864,639.63,Medium,Apparel,B2C,14
ORD-025865,311.2,Medium,Electronics,B2B,1
ORD-025866,244.53,High,Apparel,D2C,14
ORD-025867,107.63,Medium,Apparel,B2C,2
ORD-025868,397.35,High,Apparel,B2C,6
ORD-025869,524.38,Low,Apparel,B2B,3
ORD-025870,84.43,Medium,Grocery,B2C,4
ORD-025871,298.56,Medium,Pharma,B2C,3
ORD-025872,137.74,Medium,Apparel,B2C,11
ORD-025873,58.01,Low,FMCG,B2B,14
ORD-025874,430.19,Low,Books,B2C,12
ORD-025875,30.71,Low,Grocery,B2C,8
ORD-025876,211.74,High,Furniture,B2C,8
ORD-025877,104.38,Medium,FMCG,B2C,6
ORD-025878,379.77,Low,Pharma,B2B,11
ORD-025879,140.73,Medium,Electronics,B2B,14
ORD-025880,340.69,Low,Apparel,B2C,10
ORD-025881,267.72,Medium,Electronics,B2C,5
ORD-025882,253.63,Medium,Electronics,B2C,3
ORD-025883,1081.77,Medium,Pharma,D2C,6
ORD-025884,165.79,Medium,Electronics,B2B,5
ORD-025885,162.11,Low,Grocery,B2C,1
ORD-025886,296.54,Medium,Pharma,B2C,6
ORD-025887,235.69,Low,Pharma,B2B,11
ORD-025888,144.8,Medium,Books,B2C,9
ORD-025889,112.59,High,Auto Parts,B2C,7
ORD-025890,1076.58,High,Books,B2C,6
ORD-025891,150.71,Medium,Grocery,B2B,4
ORD-025892,83.92,Medium,Books,B2C,8
ORD-025893,81.23,Low,FMCG,B2B,9
ORD-025894,147.07,Medium,Grocery,B2C,1
ORD-025895,479.01,Medium,Furniture,B2B,9
ORD-025896,136.32,Medium,Books,B2C,10
ORD-025897,510.1,Medium,Furniture,D2C,2
ORD-025898,527.73,Medium,FMCG,B2B,7
ORD-025899,116.18,Low,Apparel,B2C,3
ORD-025900,252.25,Medium,Pharma,B2C,6
ORD-025901,169.46,Low,Grocery,D2C,4
ORD-025902,849.66,Medium,Electronics,B2C,7
ORD-025903,68.19,Medium,Books,B2B,13
ORD-025904,122.83,Low,FMCG,B2C,13
ORD-025905,420.87,Low,Pharma,B2B,8
ORD-025906,679.96,Low,Furniture,B2C,4
ORD-025907,551.39,Medium,Electronics,B2C,12
ORD-025908,217.09,Low,Grocery,B2C,13
ORD-025909,102.81,High,Electronics,B2C,3
ORD-025910,381.64,High,Grocery,B2C,14
ORD-025911,232.75,High,Pharma,B2C,6
ORD-025912,141.1,Medium,Electronics,B2C,1
ORD-025913,871.28,Medium,Auto Parts,B2C,2
ORD-025914,138.29,Medium,FMCG,B2C,7
ORD-025915,273.25,Low,Furniture,B2C,6
ORD-025916,83.73,Medium,Books,B2C,13
ORD-025917,225.55,Medium,FMCG,B2C,9
ORD-025918,83.39,Medium,Furniture,B2C,9
ORD-025919,1121.62,Medium,FMCG,B2C,4
ORD-025920,491.79,Low,Grocery,D2C,4
ORD-025921,593.0,Medium,Books,D2C,6
ORD-025922,93.77,Medium,FMCG,B2C,2
ORD-025923,139.35,Medium,Grocery,B2B,7
ORD-025924,240.26,Medium,Books,B2C,6
ORD-025925,66.08,Low,Electronics,B2B,5
ORD-025926,334.96,Low,Electronics,B2C,4
ORD-025927,435.04,Medium,Apparel,B2C,6
ORD-025928,127.31,Medium,Grocery,B2B,4
ORD-025929,768.12,Medium,Pharma,D2C,1
ORD-025930,131.28,Medium,FMCG,B2C,9
ORD-025931,570.04,Low,Electronics,B2C,3
ORD-025932,94.25,Medium,Electronics,B2C,7
ORD-025933,103.88,Low,Apparel,B2C,13
ORD-025934,77.75,High,Pharma,B2C,7
ORD-025935,970.03,Medium,Furniture,B2B,12
ORD-025936,466.02,High,FMCG,B2B,1
ORD-025937,213.98,Medium,Furniture,B2B,9
ORD-025938,241.0,Medium,Electronics,D2C,9
ORD-025939,196.43,High,Furniture,D2C,2
ORD-025940,766.39,Medium,Grocery,B2C,13
ORD-025941,476.03,Low,Books,B2C,3
ORD-025942,305.05,Low,Grocery,B2C,3
ORD-025943,87.64,Medium,Furniture,D2C,8
ORD-025944,251.7,Low,Furniture,B2C,6
ORD-025945,176.36,Medium,Apparel,B2B,1
ORD-025946,237.03,Medium,Electronics,D2C,11
ORD-025947,176.05,Medium,Grocery,B2B,8
ORD-025948,398.81,Medium,Auto Parts,B2B,13
ORD-025949,1010.04,Low,Grocery,B2C,6
ORD-025950,280.08,Medium,Furniture,B2C,4
ORD-025951,136.62,Medium,Auto Parts,B2C,5
ORD-025952,64.75,Medium,FMCG,B2C,14
ORD-025953,141.97,Medium,FMCG,B2C,8
ORD-025954,685.57,High,Furniture,B2C,7
ORD-025955,211.72,Medium,FMCG,D2C,2
ORD-025956,112.75,High,Grocery,B2C,4
ORD-025957,138.58,Medium,Auto Parts,B2B,5
ORD-025958,178.74,Medium,Electronics,B2C,13
ORD-025959,134.95,Medium,FMCG,B2C,1
ORD-025960,125.84,Medium,Books,B2C,7
ORD-025961,171.8,Medium,Pharma,B2B,5
ORD-025962,532.16,Medium,Electronics,B2B,1
ORD-025963,131.62,Medium,Auto Parts,B2B,6
ORD-025964,250.43,Medium,Auto Parts,B2B,13
ORD-025965,155.17,High,Pharma,B2B,5
ORD-025966,504.88,Low,FMCG,B2B,3
ORD-025967,870.28,Medium,FMCG,D2C,6
ORD-025968,211.41,Medium,Pharma,B2B,3
ORD-025969,,Low,Apparel,B2B,6
ORD-025970,906.84,Low,Auto Parts,B2B,6
ORD-025971,366.56,Medium,Apparel,B2C,2
ORD-025972,430.03,Low,Electronics,B2B,8
ORD-025973,102.73,High,Books,B2B,1
ORD-025974,20.09,Medium,FMCG,B2C,11
ORD-025975,360.73,Medium,FMCG,D2C,2
ORD-025976,545.01,Low,FMCG,B2B,7
ORD-025977,236.13,Medium,Apparel,B2B,10
ORD-025978,982.08,Medium,Auto Parts,B2B,4
ORD-025979,420.51,Medium,Auto Parts,B2C,12
ORD-025980,219.43,Low,Books,D2C,14
ORD-025981,68.86,Low,Grocery,B2C,11
ORD-025982,335.53,Medium,Pharma,B2B,1
ORD-025983,120.12,Medium,Furniture,B2C,8
ORD-025984,539.84,High,FMCG,B2C,9
ORD-025985,206.45,Medium,Furniture,B2C,2
ORD-025986,98.93,Medium,Furniture,B2B,9
ORD-025987,471.51,Medium,Electronics,B2C,13
ORD-025988,153.57,Low,FMCG,B2C,5
ORD-025989,771.48,Low,Pharma,B2B,4
ORD-025990,150.47,High,Furniture,B2C,7
ORD-025991,456.61,Medium,Books,B2C,7
ORD-025992,51.78,Medium,Grocery,B2C,8
ORD-025993,292.58,Medium,Grocery,B2B,14
ORD-025994,140.34,Medium,Pharma,B2B,4
ORD-025995,54.08,Medium,Apparel,B2C,3
ORD-025996,1501.39,Medium,Grocery,B2C,5
ORD-025997,136.22,Medium,FMCG,B2C,1
ORD-025998,342.31,High,FMCG,B2B,7
ORD-025999,262.55,High,Auto Parts,B2C,4
ORD-026000,423.15,Low,Furniture,B2C,11
ORD-026001,193.6,Medium,Electronics,D2C,7
ORD-026002,279.71,Low,Books,B2C,9
ORD-026003,284.1,Medium,Books,B2C,1
ORD-026004,159.1,Medium,Books,B2B,7
ORD-026005,487.1,Medium,Pharma,B2B,2
ORD-026006,170.98,Medium,Auto Parts,B2C,9
ORD-026007,336.43,High,FMCG,B2C,7
ORD-026008,136.94,Medium,Auto Parts,B2C,11
ORD-026009,327.26,Medium,Apparel,D2C,4
ORD-026010,267.91,Medium,Books,B2B,1
ORD-026011,86.39,Low,Electronics,B2B,7
ORD-026012,149.6,Medium,Pharma,B2C,12
ORD-026013,733.21,Medium,Furniture,B2B,5
ORD-026014,264.15,Low,Auto Parts,B2B,14
ORD-026015,256.81,Low,Electronics,D2C,14
ORD-026016,506.92,Medium,Auto Parts,D2C,14
ORD-026017,79.57,Medium,FMCG,D2C,11
ORD-026018,377.3,Low,Books,D2C,10
ORD-026019,147.82,High,Grocery,B2C,7
ORD-026020,133.27,Medium,FMCG,B2C,2
ORD-026021,473.97,Low,Furniture,B2C,5
ORD-026022,84.34,Medium,Auto Parts,B2B,4
ORD-026023,794.46,High,FMCG,B2B,13
ORD-026024,715.93,Medium,Pharma,B2C,9
ORD-026025,176.77,Medium,Grocery,B2B,9
ORD-026026,415.38,Medium,Books,B2C,5
ORD-026027,1110.47,Low,Electronics,B2C,9
ORD-026028,774.93,Medium,Grocery,B2C,13
ORD-026029,89.45,Medium,Auto Parts,B2B,6
ORD-026030,1159.6,Medium,Grocery,B2B,10
ORD-026031,66.58,High,Electronics,B2B,13
ORD-026032,226.73,Low,Apparel,B2C,2
ORD-026033,455.24,Medium,Grocery,B2C,1
ORD-026034,92.39,Low,FMCG,B2C,3
ORD-026035,98.63,High,FMCG,B2C,12
ORD-026036,620.3,Low,Grocery,D2C,10
ORD-026037,189.78,Medium,Pharma,B2C,5
ORD-026038,248.09,High,Pharma,D2C,3
ORD-026039,653.68,Low,Electronics,B2C,14
ORD-026040,214.49,High,Books,B2C,2
ORD-026041,206.4,Medium,Books,B2B,9
ORD-026042,65.06,Medium,Electronics,B2C,10
ORD-026043,222.78,Low,Books,B2C,4
ORD-026044,614.83,Medium,FMCG,B2C,6
ORD-026045,260.96,Medium,Books,B2B,2
ORD-026046,236.34,Medium,Apparel,B2B,4
ORD-026047,1874.53,Medium,Electronics,B2B,9
ORD-026048,1251.71,Medium,Pharma,D2C,2
ORD-026049,265.62,Low,Furniture,B2C,10
ORD-026050,77.89,High,Furniture,B2C,11
ORD-026051,131.39,Medium,Electronics,B2C,5
ORD-026052,499.83,Low,Auto Parts,B2C,6
ORD-026053,156.35,Low,FMCG,B2C,14
ORD-026054,40.2,Low,Auto Parts,B2C,7
ORD-026055,167.65,Low,Auto Parts,B2C,13
ORD-026056,373.8,Medium,Pharma,D2C,3
ORD-026057,100.86,Low,Electronics,B2C,5
ORD-026058,736.88,High,Electronics,B2C,12
ORD-026059,80.16,Medium,Grocery,B2C,8
ORD-026060,266.25,Medium,Pharma,B2B,10
ORD-026061,232.53,Medium,Apparel,B2C,9
ORD-026062,328.55,Medium,Apparel,B2C,3
ORD-026063,328.32,Low,Books,B2B,14
ORD-026064,191.82,Medium,Books,B2C,2
ORD-026065,541.85,Medium,FMCG,B2C,4
ORD-026066,147.25,Medium,Grocery,B2C,9
ORD-026067,849.13,High,Furniture,B2C,3
ORD-026068,241.58,High,Apparel,B2B,8
ORD-026069,772.71,Medium,Apparel,B2B,5
ORD-026070,342.51,Low,Electronics,B2C,2
ORD-026071,241.31,Low,Auto Parts,B2C,11
ORD-026072,510.39,Medium,Pharma,B2C,5
