Order_ID,Carrier,Carrier_Type,City,Zone,Service_Level,Product_Category,Payment_Mode,Vehicle_Type,Distance_KM,Scheduled_Delivery_Start,Scheduled_Delivery_End,Attempt_1_Time,Attempt_2_Time,Attempt_3_Time,Total_Attempts,Delivered_Flag,OTD_Flag,Delivery_Delay_Min,FADR_Flag,Failed_Delivery_Flag,RTO_Flag,Fail_Reason,Avg_Service_Time_Min,Delivery_Density,Capacity_Utilization_Pct,LM_Cost_INR,TCO_INR,Damage_Claim_Flag,Order_Accurate_Flag,Accuracy_Issue,Customer_Rating
ORD-026066,FedEx-IN,Air,Nagpur,Suburban,Express,Books,Prepaid,Bike,9.5,2023-01-28 11:04:58,2023-01-28 15:04:58,2023-01-28 11:04:58,2023-01-28 13:29:12,,2,1,1,-95.8,0,0,0,None,4.8,38.7,75.7,103.68,405.04,0,1,None,4.0
ORD-026067,fedex-in,Air,Lucknow,Suburban,Standard,Books,Credit,Bike,25.1,2024-01-14 15:40:36,2024-01-14 17:40:36,2024-01-14 15:40:36,,,1,1,1,-120.0,1,0,0,None,10.2,83.3,40.8,139.24,353.09,0,1,None,4.0
ORD-026068,DTDC,Ground,Bhopal,Urban,Economy,Electronics,Prepaid,Van,1.3,2024-06-22 15:35:56,2024-06-22 21:35:56,2024-06-22 15:35:56,,,1,0,0,,0,1,1,Access issue,6.2,30.8,88.0,18.09,48.58,0,1,None,1.0
ORD-026069,XpressBees,Ground,Kolkata,Urban,Express,Books,COD,Bike,16.5,2024-08-24 04:04:29,2024-08-24 08:04:29,2024-08-24 04:04:29,,,1,1,1,-240.0,1,0,0,None,10.0,114.0,45.2,245.32,716.39,0,1,None,4.0
ORD-026070,Ekart,Ground,Delhi,Rural,Economy,Books,Credit,Bike,23.0,2023-08-17 15:59:17,2023-08-17 17:59:17,2023-08-17 15:59:17,,,1,1,1,-120.0,1,0,0,None,1.0,72.1,94.5,408.07,1487.51,0,1,None,4.0
ORD-026071,XpressBees,Ground,Jaipur,Semi-Urban,Standard,Books,Prepaid,Bike,28.0,2024-08-27 11:03:22,2024-08-27 17:03:22,2024-08-27 11:03:22,2024-08-27 15:00:11,,2,0,0,,0,1,0,Wrong address,6.0,119.5,59.6,145.0,495.51,1,1,None,1.0
ORD-026072,XpressBees,Ground,Mumbai,Suburban,Standard,Furniture,COD,Bike,12.3,2023-06-16 05:55:39,2023-06-16 11:55:39,2023-06-16 05:55:39,,,1,1,1,-360.0,1,0,0,None,9.7,101.2,58.4,98.01,276.14,0,1,None,5.0
ORD-026073,DHL-IN,Air,Bangalore,Suburban,Standard,Grocery,Prepaid,Bike,16.1,2023-07-01 18:04:40,2023-07-01 20:04:40,2023-07-01 18:04:40,,,1,1,1,-120.0,1,0,0,None,6.2,14.9,64.3,264.16,856.36,0,0,Wrong item,4.0
ORD-026074,Delhivery,Ground,Ahmedabad,Semi-Urban,Express,Electronics,Prepaid,Bike,20.6,2023-09-06 15:12:34,2023-09-06 17:12:34,2023-09-06 15:12:34,,,1,0,0,,0,1,1,Refused delivery,5.1,78.8,41.8,269.56,995.37,0,1,None,
ORD-026075,DTDC,Ground,Surat,Urban,Standard,FMCG,Prepaid,Bike,20.4,2023-05-18 05:51:33,2023-05-18 09:51:33,2023-05-18 05:51:33,2023-05-18 06:45:39,,2,1,1,-185.9,0,0,0,None,4.0,72.9,49.1,185.22,690.91,0,1,None,5.0
ORD-026076,DHL-IN,Air,Lucknow,Suburban,Standard,FMCG,COD,Bike,15.0,2024-05-06 20:47:33,2024-05-06 22:47:33,2024-05-06 20:47:33,,,1,1,1,-120.0,1,0,0,None,4.1,94.6,45.6,148.57,487.65,0,1,None,5.0
ORD-026077,DTDC,Ground,Bhopal,Urban,Economy,Electronics,Prepaid,Bike,3.3,2024-09-29 06:12:20,2024-09-29 10:12:20,2024-09-29 06:12:20,2024-09-29 08:31:28,2024-09-29 10:12:23,3,1,1,0.1,0,0,0,None,9.6,90.3,80.7,56.47,171.22,0,1,None,3.0
ORD-026078,Shadowfax,Bike,Mumbai,Urban,Express,Electronics,Prepaid,Bike,2.9,2023-06-25 14:32:43,2023-06-25 18:32:43,2023-06-25 14:32:43,,,1,1,1,-240.0,1,0,0,None,12.3,83.4,97.4,16.84,48.71,0,1,None,5.0
ORD-026079,Ekart,Ground,Delhi,Suburban,Express,Electronics,Prepaid,Van,22.7,2024-03-13 08:02:27,2024-03-13 12:02:27,2024-03-13 08:02:27,2024-03-13 09:57:32,,2,1,1,-124.9,0,0,0,None,5.7,45.5,98.7,290.92,944.88,0,1,None,4.0
ORD-026080,Shadowfax,Bike,Surat,Suburban,Standard,Electronics,Prepaid,Bike,9.3,2024-01-10 20:39:10,2024-01-10 22:39:10,2024-01-10 20:39:10,,,1,0,0,,0,1,1,Customer absent,4.4,22.4,56.2,135.29,412.46,0,1,None,1.0
ORD-026081,Delhivery,Ground,Delhi,Suburban,Same-Day,Electronics,Prepaid,Mini-Truck,6.1,2024-01-15 03:27:28,2024-01-15 07:27:28,2024-01-15 03:27:28,,,1,1,1,,1,0,0,None,6.3,40.3,62.7,91.36,364.97,0,1,None,3.0
ORD-026082,DTDC,Ground,Hyderabad,Rural,Standard,Furniture,COD,Bike,17.3,2024-05-10 05:11:24,2024-05-10 09:11:24,2024-05-10 05:11:24,,,1,1,1,-240.0,1,0,0,None,13.2,52.9,83.0,196.17,721.7,0,1,None,4.0
ORD-026083,XpressBees,Ground,Vadodara,Suburban,Express,Electronics,Prepaid,Bike,24.9,2024-05-30 04:57:57,2024-05-30 10:57:57,2024-05-30 04:57:57,,,1,1,1,-360.0,1,0,0,None,2.2,116.3,87.4,341.51,1199.84,0,1,None,5.0
ORD-026084,Shadowfax,Bike,Chennai,Rural,Standard,Books,COD,Bike,17.5,2024-04-25 11:51:47,2024-04-25 13:51:47,2024-04-25 11:51:47,,,1,1,1,-120.0,1,0,0,None,9.1,56.0,88.3,230.72,918.03,1,1,None,5.0
ORD-026085,Delhivery,Ground,Indore,Rural,Standard,Furniture,Prepaid,Bike,4.7,2024-11-12 21:34:11,2024-11-12 23:34:11,2024-11-12 21:34:11,2024-11-13 00:25:04,2024-11-13 03:54:41,3,1,0,260.5,0,0,0,None,5.1,105.9,54.1,37.59,124.9,0,1,None,3.0
ORD-026086,Delhivery,Ground,Indore,Urban,Standard,Pharma,Prepaid,Bike,25.2,2024-02-21 20:23:22,2024-02-22 02:23:22,2024-02-21 20:23:22,2024-02-22 00:00:36,,2,1,1,-142.8,0,0,0,None,6.4,105.6,81.1,251.89,666.01,0,1,None,4.0
ORD-026087,Shadowfax,Bike,Mumbai,Urban,Economy,Electronics,Prepaid,Van,4.8,2023-06-29 20:50:16,2023-06-30 02:50:16,2023-06-29 20:50:16,,,1,1,1,-360.0,1,0,0,None,6.0,60.7,91.1,54.33,214.98,0,1,None,5.0
ORD-026088,DTDC,Ground,Mumbai,Urban,Standard,Apparel,Prepaid,Van,25.6,2023-03-19 18:43:42,2023-03-19 22:43:42,2023-03-19 18:43:42,2023-03-19 21:16:10,,2,1,1,-87.5,0,0,0,None,3.9,76.5,77.6,406.33,1459.5,0,1,None,4.0
ORD-026089,FedEx-IN,Air,Jaipur,Rural,Express,Electronics,Prepaid,Mini-Truck,20.9,2023-05-17 20:25:45,2023-05-17 22:25:45,2023-05-17 20:25:45,,,1,1,1,-120.0,1,0,0,None,7.4,5.7,54.7,312.37,1131.09,0,1,None,5.0
ORD-026090,BlueDart,Air,Hyderabad,Semi-Urban,Economy,Grocery,COD,Mini-Truck,21.3,2024-02-18 20:30:52,2024-02-18 22:30:52,2024-02-18 20:30:52,,,1,1,1,-120.0,1,0,0,None,5.8,16.9,50.3,367.93,1335.96,0,1,None,4.0
ORD-026091,Ekart,Ground,Jaipur,Rural,Standard,Pharma,Credit,Bike,3.3,2024-03-26 21:20:54,2024-03-27 01:20:54,2024-03-26 21:20:54,,,1,0,0,,0,1,1,Refused delivery,4.4,90.7,58.2,51.68,135.59,0,1,None,1.0
ORD-026092,Shadowfax,Bike,Bangalore,Urban,Express,Pharma,Credit,Van,14.9,2024-07-07 19:20:26,2024-07-07 21:20:26,2024-07-07 19:20:26,2024-07-07 21:37:59,,2,1,0,17.6,0,0,0,None,4.2,115.3,75.9,140.3,462.6,0,1,None,3.0
ORD-026093,DTDC,Ground,Vadodara,Urban,Standard,Books,Prepaid,Bike,14.5,2023-11-21 05:58:53,2023-11-21 11:58:53,2023-11-21 05:58:53,2023-11-21 09:38:10,2023-11-21 12:26:18,3,1,0,27.4,0,0,0,None,6.2,38.5,73.7,74.29,289.35,0,1,None,1.0
ORD-026094,BlueDart,Air,Pune,Suburban,Standard,Furniture,Credit,Bike,34.5,2024-06-01 16:06:40,2024-06-01 22:06:40,2024-06-01 16:06:40,2024-06-01 18:28:31,,2,0,0,,0,1,1,Refused delivery,3.2,76.5,93.9,573.56,1586.89,0,1,None,2.0
ORD-026095,Ekart,Ground,Kolkata,Urban,Standard,Pharma,COD,Bike,8.0,2023-04-17 09:28:39,2023-04-17 13:28:39,2023-04-17 09:28:39,,,1,1,1,-240.0,1,0,0,None,13.1,47.7,89.0,131.88,497.2,0,1,None,4.0
ORD-026096,Delhivery,Ground,Ahmedabad,Rural,Standard,Auto Parts,Credit,Bike,6.6,2024-11-15 14:35:09,2024-11-15 16:35:09,2024-11-15 14:35:09,,,1,1,1,-120.0,1,0,0,None,6.9,39.6,68.5,111.74,403.29,1,1,None,5.0
ORD-026097,FedEx-IN,Air,Pune,Semi-Urban,Standard,Auto Parts,Prepaid,Van,6.1,2023-01-21 02:07:35,2023-01-21 04:07:35,2023-01-21 02:07:35,,,1,1,1,-120.0,1,0,0,None,8.2,105.9,44.4,100.41,400.97,0,1,None,
ORD-026098,XpressBees,Ground,Ahmedabad,Urban,Standard,Grocery,Credit,Bike,11.3,2024-01-21 05:58:50,2024-01-21 11:58:50,2024-01-21 05:58:50,2024-01-21 09:01:06,,2,1,1,-177.7,0,0,0,None,11.7,41.7,42.1,66.16,197.8,0,1,None,4.0
ORD-026099,DTDC,Ground,Delhi,Urban,Standard,Grocery,Prepaid,Bike,11.7,2024-09-19 02:11:31,2024-09-19 08:11:31,2024-09-19 02:11:31,,,1,1,1,-360.0,1,0,0,None,3.1,31.7,77.9,80.04,224.97,0,1,None,4.0
ORD-026100,DTDC,Ground,Jaipur,Suburban,Same-Day,Books,COD,Bike,4.4,2024-10-28 19:14:40,2024-10-28 21:14:40,2024-10-28 19:14:40,2024-10-28 21:30:27,,2,0,0,,0,1,1,Weather,5.7,81.2,73.9,75.78,277.27,0,1,None,1.0
ORD-026101,DTDC,Ground,Vadodara,Suburban,Express,Grocery,Prepaid,Bike,19.7,2024-07-17 04:15:28,2024-07-17 06:15:28,2024-07-17 04:15:28,,,1,1,1,-120.0,1,0,0,None,8.0,64.4,98.6,248.92,673.84,0,1,None,5.0
ORD-026102,XpressBees,Ground,Bhopal,Urban,Standard,Apparel,COD,Van,16.4,2023-06-16 19:51:22,2023-06-17 01:51:22,2023-06-16 19:51:22,,,1,1,1,-360.0,1,0,0,None,7.2,116.8,55.1,106.85,347.16,0,1,None,4.0
ORD-026103,Shadowfax,Bike,Pune,Suburban,Express,Furniture,Prepaid,Bike,25.7,2024-03-06 19:29:41,2024-03-07 01:29:41,2024-03-06 19:29:41,,,1,1,1,-360.0,1,0,0,None,7.1,18.0,66.6,351.34,1241.91,0,1,None,4.0
ORD-026104,DTDC,Ground,Bhopal,Urban,Economy,Apparel,Credit,Bike,27.5,2024-01-08 23:26:25,2024-01-09 03:26:25,2024-01-08 23:26:25,2024-01-09 01:24:59,2024-01-09 04:20:21,3,1,0,53.9,0,0,0,None,,115.9,44.4,404.65,1305.41,0,1,None,3.0
ORD-026105,Delhivery,Ground,Nagpur,Suburban,Economy,Furniture,COD,Bike,7.4,2024-12-13 22:11:35,2024-12-14 04:11:35,2024-12-13 22:11:35,,,1,0,0,,0,1,1,Customer absent,3.6,70.5,87.9,68.83,182.26,0,1,None,2.0
ORD-026106,XPRESSBEES,Ground,Ahmedabad,Rural,Standard,Apparel,COD,Bike,34.0,2024-10-08 00:35:34,2024-10-08 02:35:34,2024-10-08 00:35:34,,,1,1,1,-120.0,1,0,0,None,11.6,49.9,50.1,240.59,737.97,0,1,None,3.0
ORD-026107,BlueDart,Air,Hyderabad,Suburban,Economy,Apparel,Credit,Van,9.6,2024-07-20 19:56:58,2024-07-20 21:56:58,2024-07-20 19:56:58,,,1,1,1,-120.0,1,0,0,None,10.9,41.4,59.9,64.18,233.79,0,1,None,5.0
ORD-026108,DTDC,Ground,Pune,Suburban,Economy,Pharma,COD,Mini-Truck,21.5,2023-08-05 06:49:24,2023-08-05 10:49:24,2023-08-05 06:49:24,2023-08-05 08:33:44,,2,1,1,-135.7,0,0,0,None,10.2,65.2,99.0,128.75,501.74,0,1,None,4.0
ORD-026109,Ekart,Ground,Ahmedabad,Semi-Urban,Express,Grocery,Prepaid,Van,34.5,2024-10-13 10:58:42,2024-10-13 16:58:42,2024-10-13 10:58:42,,,1,1,1,-360.0,1,0,0,None,4.3,52.1,69.9,466.79,1851.86,0,1,None,4.0
ORD-026110,Delhivery,Ground,Mumbai,Urban,Economy,Grocery,Prepaid,Bike,12.4,2024-07-04 08:47:44,2024-07-04 10:47:44,2024-07-04 08:47:44,,,1,1,1,-120.0,1,0,0,None,2.5,65.1,48.8,198.57,508.74,0,0,None,5.0
ORD-026111,Shadowfax,Bike,Bangalore,Urban,Standard,Auto Parts,Prepaid,Bike,15.1,2024-10-22 18:01:49,2024-10-23 00:01:49,2024-10-22 18:01:49,,,1,0,0,,0,1,1,Access issue,1.0,31.7,83.2,168.29,543.9,0,1,None,1.0
ORD-026112,XpressBees,Ground,Mumbai,Rural,Standard,Books,Credit,Bike,,2024-12-01 04:48:25,2024-12-01 08:48:25,2024-12-01 04:48:25,,,1,1,1,-240.0,1,0,0,None,14.1,49.6,71.5,92.61,326.15,0,1,None,4.0
ORD-026113,Delhivery,Ground,Lucknow,Urban,Express,Apparel,COD,Mini-Truck,,2024-10-20 07:52:42,2024-10-20 09:52:42,2024-10-20 07:52:42,2024-10-20 10:36:24,,2,1,0,43.7,0,0,0,None,15.4,12.1,46.7,133.22,478.06,0,1,None,4.0
ORD-026114,Ekart,Ground,Delhi,Rural,Economy,Furniture,Prepaid,Bike,16.6,2024-07-18 11:36:37,2024-07-18 13:36:37,2024-07-18 11:36:37,2024-07-18 13:30:39,,2,0,0,,0,1,1,Weather,4.6,90.7,78.8,463.24,1381.72,0,1,None,1.0
ORD-026115,Delhivery,Ground,Delhi,Urban,Standard,Books,COD,Bike,31.4,2023-12-20 03:48:42,2023-12-20 07:48:42,2023-12-20 03:48:42,,,1,0,0,,0,1,1,Weather,1.0,119.1,91.4,1015.26,3266.75,0,1,None,1.0
ORD-026116,DHL-IN,Air,Chennai,Suburban,Standard,Grocery,COD,Bike,3.5,2024-04-22 22:58:13,2024-04-23 04:58:13,2024-04-22 22:58:13,,,1,1,1,-360.0,1,0,0,None,8.9,88.4,55.9,56.15,211.23,0,1,None,5.0
ORD-026117,XpressBees,Ground,Delhi,Rural,Standard,Electronics,Prepaid,Bike,24.5,2023-07-26 13:19:51,2023-07-26 15:19:51,2023-07-26 13:19:51,,,1,0,0,,0,1,0,Customer absent,4.3,46.8,81.7,291.34,1150.5,0,1,None,1.0
ORD-026118,DHL-IN,Air,Delhi,Suburban,Standard,Grocery,Credit,Van,8.3,2023-07-28 14:21:36,2023-07-28 20:21:36,2023-07-28 14:21:36,,,1,1,1,-360.0,1,0,0,None,2.8,110.4,55.7,93.31,255.0,0,1,None,5.0
ORD-026119,XpressBees,Ground,Bhopal,Urban,Express,Electronics,Prepaid,Bike,24.5,2023-08-22 04:07:47,2023-08-22 08:07:47,2023-08-22 04:07:47,,,1,1,1,-240.0,1,0,0,None,10.6,116.8,82.4,275.68,937.71,0,1,None,3.0
ORD-026120,FedEx-IN,Air,Nagpur,Urban,Economy,Books,Wallet,Bike,19.3,2023-09-22 06:03:00,2023-09-22 08:03:00,2023-09-22 06:03:00,,,1,1,1,-120.0,1,0,0,None,5.8,23.6,97.9,113.74,314.15,0,1,None,5.0
ORD-026121,BlueDart,Air,Chennai,Semi-Urban,Standard,Electronics,Prepaid,Van,30.5,2023-05-30 18:52:09,2023-05-30 22:52:09,2023-05-30 18:52:09,2023-05-30 22:34:10,2023-05-31 00:01:48,3,0,0,,0,1,1,Weather,3.2,16.2,80.7,309.3,1138.64,0,1,None,2.0
ORD-026122,DHL-IN,Air,Pune,Rural,Same-Day,Apparel,Credit,Bike,19.5,2023-09-08 12:06:09,2023-09-08 14:06:09,2023-09-08 12:06:09,,,1,1,1,-120.0,1,0,0,None,6.8,82.5,94.7,233.06,648.75,0,1,None,5.0
ORD-026123,DHL-IN,Air,Hyderabad,Rural,Standard,FMCG,Prepaid,Bike,11.1,2024-07-12 18:29:17,2024-07-12 22:29:17,2024-07-12 18:29:17,2024-07-12 20:37:29,,2,1,1,-111.8,0,0,0,None,5.0,76.5,55.1,100.12,324.99,0,1,None,5.0
ORD-026124,DTDC,Ground,Vadodara,Urban,Express,Furniture,Wallet,Van,17.8,2023-06-23 22:27:20,2023-06-24 00:27:20,2023-06-23 22:27:20,2023-06-24 02:01:48,,2,0,0,,0,1,0,Weather,2.9,8.1,46.1,282.39,939.09,0,1,None,1.0
ORD-026125,XpressBees,Ground,Kolkata,Suburban,Standard,Furniture,COD,Bike,7.0,2023-10-04 23:37:29,2023-10-05 03:37:29,2023-10-04 23:37:29,,,1,1,1,-240.0,1,0,0,None,5.8,88.6,47.4,63.76,217.16,0,1,None,4.0
ORD-026126,BlueDart,Air,Indore,Rural,Economy,Books,Prepaid,Bike,21.5,2024-04-23 12:27:25,2024-04-23 16:27:25,2024-04-23 12:27:25,,,1,1,1,-240.0,1,0,0,None,9.7,54.7,76.0,363.38,980.32,0,1,None,
ORD-026127,Delhivery,Ground,Indore,Suburban,Standard,Books,Prepaid,Bike,6.7,2024-09-29 01:58:12,2024-09-29 03:58:12,2024-09-29 01:58:12,,,1,1,1,-120.0,1,0,0,None,8.6,28.6,70.5,109.67,393.35,0,1,None,5.0
ORD-026128,Ekart,Ground,Ahmedabad,Semi-Urban,Standard,Electronics,COD,Bike,13.5,2023-12-26 23:38:55,2023-12-27 03:38:55,2023-12-26 23:38:55,,,1,1,1,-240.0,1,0,0,None,6.5,9.0,84.7,183.87,464.24,1,1,None,5.0
ORD-026129,XpressBees,Ground,Ahmedabad,Urban,Express,Books,COD,Bike,6.2,2023-12-31 15:08:49,2023-12-31 17:08:49,2023-12-31 15:08:49,,,1,1,1,-120.0,1,0,0,,9.0,103.2,49.7,67.59,265.23,0,1,None,3.0
ORD-026130,FedEx-IN,Air,Lucknow,Urban,Standard,Furniture,Prepaid,Van,22.2,2024-10-04 03:59:52,2024-10-04 07:59:52,2024-10-04 03:59:52,,,1,1,1,-240.0,1,0,0,None,9.5,35.7,88.4,176.62,646.18,0,0,Missing item,5.0
ORD-026131,XpressBees,Ground,Bhopal,Suburban,Same-Day,Pharma,Prepaid,Bike,23.3,2024-11-27 17:11:08,2024-11-27 21:11:08,2024-11-27 17:11:08,2024-11-27 19:31:10,,2,1,1,-100.0,0,0,0,None,,53.5,70.0,341.11,981.4,0,1,None,
ORD-026132,FedEx-IN,Air,Vadodara,Semi-Urban,Standard,FMCG,COD,Bike,9.1,2024-05-21 09:58:26,2024-05-21 11:58:26,2024-05-21 09:58:26,,,1,1,1,-120.0,1,0,0,None,1.0,114.6,67.1,124.07,389.19,0,1,None,5.0
ORD-026133,EKART,Ground,Nagpur,Urban,Express,Apparel,Credit,Van,20.6,2023-05-23 22:06:39,2023-05-24 02:06:39,2023-05-23 22:06:39,,,1,1,1,-240.0,1,0,0,None,12.4,83.0,71.9,237.87,639.09,0,1,None,4.0
ORD-026134,DTDC,Ground,Jaipur,Suburban,Standard,Electronics,Prepaid,Bike,5.6,2024-09-09 07:44:34,2024-09-09 13:44:34,2024-09-09 07:44:34,,,1,1,1,-360.0,1,0,0,None,11.0,90.2,50.4,44.08,162.96,0,1,None,5.0
ORD-026135,XpressBees,Ground,Vadodara,Suburban,Standard,Furniture,Prepaid,Bike,33.5,2024-08-03 12:21:48,2024-08-03 14:21:48,2024-08-03 12:21:48,,,1,1,1,-120.0,1,0,0,None,8.3,35.9,44.4,245.49,883.66,0,1,None,5.0
ORD-026136,XpressBees,Ground,Indore,Semi-Urban,Economy,Furniture,COD,Bike,6.0,2024-08-03 21:49:54,2024-08-03 23:49:54,2024-08-03 21:49:54,,,1,0,0,,0,1,1,Weather,4.4,69.2,71.6,153.57,585.73,0,1,None,2.0
ORD-026137,XpressBees,Ground,Vadodara,Urban,Standard,Auto Parts,Prepaid,Bike,33.6,2024-04-02 23:06:12,2024-04-03 05:06:12,2024-04-02 23:06:12,,,1,1,1,-360.0,1,0,0,None,5.0,28.4,57.4,388.11,1371.66,0,1,None,5.0
ORD-026138,BlueDart,Air,Jaipur,Urban,Same-Day,FMCG,Prepaid,Bike,30.6,2023-08-28 03:22:59,2023-08-28 07:22:59,2023-08-28 03:22:59,,,1,1,1,-240.0,1,0,0,None,8.7,113.0,80.7,189.47,568.83,0,1,None,5.0
ORD-026139,FedEx-IN,Air,Ahmedabad,Semi-Urban,Express,Auto Parts,COD,Bike,15.5,2023-09-17 07:34:01,2023-09-17 13:34:01,2023-09-17 07:34:01,2023-09-17 11:12:32,2023-09-17 14:54:19,3,1,0,80.3,0,0,0,None,9.8,20.4,97.0,83.71,281.67,0,1,None,
ORD-026140,DTDC,Ground,Pune,Semi-Urban,Economy,Auto Parts,COD,Van,13.5,2024-03-27 12:52:53,2024-03-27 18:52:53,2024-03-27 12:52:53,,,1,1,1,-360.0,1,0,0,None,1.0,73.3,60.0,149.81,396.9,0,1,None,3.0
ORD-026141,Ekart,Ground,Kolkata,Semi-Urban,Same-Day,Electronics,Credit,Van,13.1,2024-07-05 23:53:31,2024-07-06 01:53:31,2024-07-05 23:53:31,2024-07-06 03:05:12,,2,1,0,71.7,0,0,0,None,6.7,116.9,65.6,95.5,282.27,0,1,None,3.0
ORD-026142,Ekart,Ground,Ahmedabad,Urban,Standard,Apparel,Prepaid,Mini-Truck,31.4,2024-10-17 14:05:35,2024-10-17 20:05:35,2024-10-17 14:05:35,,,1,0,0,,0,1,1,Customer absent,3.2,111.8,56.7,435.98,1616.09,0,1,None,1.0
ORD-026143,Ekart,Ground,Nagpur,Suburban,Standard,Auto Parts,COD,Bike,4.7,2024-02-13 08:27:54,2024-02-13 10:27:54,2024-02-13 08:27:54,,,1,0,0,,0,1,0,Weather,4.9,117.5,68.5,36.61,113.87,0,1,None,2.0
ORD-026144,BlueDart,Air,Hyderabad,Semi-Urban,Standard,FMCG,COD,Bike,13.6,2023-05-27 08:14:43,2023-05-27 14:14:43,2023-05-27 08:14:43,2023-05-27 11:10:45,2023-05-27 12:49:20,3,1,1,-85.4,0,0,0,None,5.2,22.2,46.0,189.49,688.03,0,1,None,4.0
ORD-026145,Delhivery,Ground,Nagpur,Suburban,Economy,Electronics,Prepaid,Van,8.2,2024-12-24 00:08:09,2024-12-24 02:08:09,2024-12-24 00:08:09,,,1,0,0,,0,1,1,Access issue,3.0,111.4,90.5,134.9,357.51,0,1,None,1.0
ORD-026146,Shadowfax,Bike,Lucknow,Urban,Standard,Apparel,Prepaid,Van,12.5,2023-06-02 20:11:04,2023-06-03 02:11:04,2023-06-02 20:11:04,,,1,1,1,-360.0,1,0,0,None,11.0,33.6,71.6,196.88,636.68,0,1,None,5.0
ORD-026147,DHL-IN,Air,Mumbai,Suburban,Standard,FMCG,COD,Bike,15.6,2024-05-17 10:44:53,2024-05-17 14:44:53,2024-05-17 10:44:53,,,1,1,1,-240.0,1,0,0,None,9.2,48.9,99.6,91.17,269.89,0,1,None,4.0
ORD-026148,XpressBees,Ground,Hyderabad,Urban,Economy,Grocery,Prepaid,Bike,15.6,2023-05-16 18:56:08,2023-05-16 22:56:08,2023-05-16 18:56:08,,,1,0,0,,0,1,1,Wrong address,2.3,25.8,61.4,348.58,1238.09,0,1,None,2.0
ORD-026149,BlueDart,Air,Kolkata,Urban,Standard,Auto Parts,Prepaid,Van,10.2,2023-10-29 07:06:12,2023-10-29 11:06:12,2023-10-29 07:06:12,,,1,1,1,-240.0,1,0,0,None,8.0,67.8,64.8,167.21,667.46,0,1,None,5.0
ORD-026150,FedEx-IN,Air,Bhopal,Urban,Standard,Books,COD,Bike,27.6,2023-08-02 20:31:19,2023-08-02 22:31:19,2023-08-02 20:31:19,,,1,1,1,-120.0,1,0,0,None,8.5,112.3,95.6,466.09,1642.58,0,1,None,4.0
ORD-026151,Ekart,Ground,Chennai,Suburban,Same-Day,Grocery,Prepaid,Van,26.5,2023-08-05 16:50:08,2023-08-05 20:50:08,2023-08-05 16:50:08,2023-08-05 18:00:00,,2,1,1,-170.1,0,0,0,None,5.1,46.1,88.8,171.35,642.56,0,1,None,4.0
ORD-026152,DHL-IN,Air,Hyderabad,Suburban,Standard,Auto Parts,Credit,Van,31.9,2023-09-05 01:46:17,2023-09-05 07:46:17,2023-09-05 01:46:17,2023-09-05 05:11:04,,2,1,1,-155.2,0,0,0,None,7.8,11.5,92.3,346.86,1159.86,0,1,None,3.0
ORD-026153,Shadowfax,Bike,Hyderabad,Semi-Urban,Standard,Pharma,COD,Bike,2.3,2024-05-16 02:02:04,2024-05-16 04:02:04,2024-05-16 02:02:04,,,1,1,1,-120.0,1,0,0,None,5.3,38.9,50.4,31.92,113.54,0,1,None,4.0
ORD-026154,BlueDart,Air,Indore,Suburban,Economy,Electronics,Prepaid,Van,29.5,2024-11-17 07:11:02,2024-11-17 13:11:02,2024-11-17 07:11:02,,,1,1,1,-360.0,1,0,0,None,7.6,30.9,70.3,364.48,919.89,0,1,None,5.0
ORD-026155,Delhivery,Ground,Hyderabad,Urban,Standard,Furniture,COD,Mini-Truck,27.7,2023-12-06 21:27:02,2023-12-07 01:27:02,2023-12-06 21:27:02,,,1,1,1,-240.0,1,0,0,None,9.0,6.6,60.9,155.95,510.41,0,1,None,5.0
ORD-026156,Shadowfax,Bike,Kolkata,Urban,Standard,Auto Parts,COD,Van,13.2,2024-12-22 11:55:51,2024-12-22 15:55:51,2024-12-22 11:55:51,2024-12-22 13:05:16,,2,1,1,-170.6,0,0,0,None,3.8,99.4,48.8,70.77,214.82,0,1,None,5.0
ORD-026157,FedEx-IN,Air,Jaipur,Urban,Standard,Auto Parts,Credit,Bike,12.5,2023-08-08 06:25:05,2023-08-08 12:25:05,2023-08-08 06:25:05,,,1,1,1,-360.0,1,0,0,None,9.1,67.0,81.1,102.3,266.25,0,1,None,4.0
ORD-026158,Shadowfax,Bike,Bangalore,Urban,Economy,Furniture,Prepaid,Bike,25.8,2024-06-23 21:04:51,2024-06-24 03:04:51,2024-06-23 21:04:51,2024-06-23 22:48:25,2024-06-24 01:02:44,3,1,1,-122.1,0,0,0,None,8.1,65.0,70.4,454.2,1574.97,0,1,None,4.0
ORD-026159,XpressBees,Ground,Jaipur,Urban,Express,Pharma,Credit,Bike,14.9,2024-04-11 23:51:00,2024-04-12 05:51:00,2024-04-11 23:51:00,,,1,1,1,-360.0,1,0,0,None,9.5,73.2,58.7,89.98,344.69,0,1,None,5.0
ORD-026160,DTDC,Ground,Surat,Urban,Standard,Furniture,Credit,Van,19.1,2024-06-29 16:54:17,2024-06-29 18:54:17,2024-06-29 16:54:17,,,1,1,1,-120.0,1,0,0,None,8.7,83.2,97.1,288.06,864.42,0,1,None,4.0
